Students	10000
2635	11 26 20 9
2636	37 19 35 38
2637	26 38 34 6
2638	40 32 11 9
2639	5 8 12 22
2640	10 38 33 3
2641	1 20 37 23
2642	30 13 28 20
2643	4 15 26 31
2644	2 31 6 30
2645	36 11 29 12
2646	38 8 10 12
2647	2 22 30 17
2648	26 19 35 8
2649	4 6 30 5
2650	11 12 35 2
2651	37 9 32 24
2652	26 24 1 9
2653	10 17 33 8
2654	30 22 35 19
2655	22 20 5 12
2656	5 22 33 17
2657	28 1 7 31
2658	5 4 15 20
2659	25 19 26 38
2660	37 24 12 31
2661	23 12 37 35
2662	22 23 29 25
2663	14 15 2 5
2664	5 4 17 31
2665	31 19 9 13
2666	1 32 26 8
2667	10 6 14 4
2668	30 9 8 33
2669	36 24 25 4
2670	18 4 36 5
2671	29 21 12 39
2672	38 3 16 9
2673	20 17 13 9
2674	32 27 39 33
2675	36 38 32 17
2676	3 30 21 40
2677	22 34 33 25
2678	1 40 18 15
2679	2 21 24 9
2680	9 13 23 14
2681	36 17 2 1
2682	17 8 39 29
2683	7 34 17 30
2684	38 29 1 28
2685	16 9 31 35
2686	32 20 7 39
2687	26 24 20 21
2688	11 8 27 6
2689	30 25 7 12
2690	17 25 30 16
2691	1 12 33 21
2692	9 39 2 6
2693	30 3 4 5
2694	1 20 35 12
2695	16 39 20 17
2696	38 36 3 39
2697	37 21 38 28
2698	10 3 13 27
2699	24 5 1 7
2700	36 7 5 6
2701	13 28 38 5
2702	16 20 12 14
2703	30 36 15 21
2704	20 32 15 28
2705	23 15 7 12
2706	37 7 27 3
2707	35 10 11 27
2708	26 17 27 28
2709	25 29 22 2
2710	17 11 9 8
2711	31 40 8 35
2712	37 19 30 32
2713	7 16 15 39
2714	32 33 11 25
2715	4 40 17 24
2716	6 10 27 29
2717	31 32 34 21
2718	3 14 20 18
2719	23 26 3 25
2720	26 25 33 8
2721	18 36 14 7
2722	40 28 31 33
2723	15 25 35 29
2724	6 32 39 33
2725	1 40 28 34
2726	12 4 24 21
2727	30 35 9 13
2728	29 1 10 12
2729	16 32 8 36
2730	17 37 31 36
2731	1 28 14 26
2732	16 31 23 18
2733	32 15 24 19
2734	17 13 22 16
2735	33 35 22 32
2736	26 37 4 38
2737	8 36 13 1
2738	16 18 33 4
2739	17 34 33 4
2740	37 12 31 30
2741	35 23 39 37
2742	37 26 29 1
2743	31 14 29 17
2744	16 37 38 12
2745	3 13 35 26
2746	1 15 40 17
2747	40 35 21 33
2748	29 23 17 3
2749	34 38 4 11
2750	16 21 11 38
2751	39 7 8 17
2752	7 5 30 27
2753	30 32 21 4
2754	39 16 36 26
2755	31 28 21 40
2756	38 36 18 20
2757	37 16 20 28
2758	34 12 13 21
2759	26 1 4 28
2760	10 31 37 16
2761	21 11 29 35
2762	38 21 12 5
2763	20 14 25 5
2764	14 25 6 34
2765	12 38 27 21
2766	31 21 23 36
2767	39 10 14 11
2768	22 25 12 28
2769	18 32 10 4
2770	8 26 37 10
2771	34 24 12 16
2772	19 40 11 18
2773	36 17 33 27
2774	33 30 17 15
2775	1 25 28 11
2776	20 23 25 37
2777	11 40 22 8
2778	1 29 37 11
2779	17 20 30 34
2780	27 18 36 30
2781	7 20 14 22
2782	23 35 30 4
2783	29 10 13 3
2784	29 13 31 19
2785	29 1 33 38
2786	7 33 11 37
2787	26 34 31 21
2788	23 25 22 26
2789	22 8 40 16
2790	21 23 1 4
2791	28 20 24 4
2792	11 19 34 32
2793	5 12 10 36
2794	16 20 31 18
2795	19 15 24 12
2796	35 8 40 29
2797	22 40 13 6
2798	34 6 23 4
2799	31 40 16 8
2800	29 18 12 26
2801	11 28 23 4
2802	28 25 19 22
2803	6 12 15 17
2804	38 23 25 33
2805	10 15 4 32
2806	28 13 18 39
2807	38 10 36 25
2808	11 18 21 6
2809	40 2 19 38
2810	22 20 28 4
2811	25 21 35 22
2812	6 1 30 2
2813	2 6 19 40
2814	6 40 39 8
2815	4 27 6 22
2816	27 38 26 34
2817	28 14 29 22
2818	19 3 15 13
2819	12 36 16 5
2820	18 20 33 38
2821	15 37 31 33
2822	4 16 38 40
2823	10 14 17 28
2824	3 7 31 40
2825	9 3 15 17
2826	37 10 27 39
2827	4 38 36 8
2828	1 16 11 9
2829	37 24 26 15
2830	8 14 9 19
2831	20 25 26 19
2832	15 38 30 2
2833	38 14 1 24
2834	12 19 4 24
2835	8 7 11 3
2836	38 6 17 25
2837	3 40 35 7
2838	12 14 13 3
2839	33 14 39 35
2840	24 28 27 38
2841	31 5 2 19
2842	27 32 20 26
2843	14 27 26 38
2844	33 7 38 36
2845	15 2 37 31
2846	36 14 24 10
2847	32 8 26 39
2848	27 18 38 32
2849	33 14 19 18
2850	17 35 9 14
2851	5 22 17 21
2852	22 18 35 14
2853	39 17 27 7
2854	28 11 25 2
2855	3 28 17 35
2856	2 16 7 22
2857	6 37 22 19
2858	16 14 39 8
2859	37 18 9 16
2860	22 14 23 40
2861	12 22 11 37
2862	1 40 21 3
2863	36 3 25 23
2864	9 33 23 12
2865	6 7 35 21
2866	32 21 13 25
2867	13 32 15 10
2868	9 39 18 25
2869	23 32 31 20
2870	17 40 21 37
2871	34 32 16 4
2872	21 25 37 27
2873	37 6 26 3
2874	14 36 16 40
2875	14 22 16 8
2876	30 6 32 36
2877	4 34 12 15
2878	7 36 8 23
2879	28 36 37 14
2880	39 17 6 35
2881	17 18 11 35
2882	22 26 28 17
2883	29 11 23 27
2884	20 22 17 32
2885	4 23 6 7
2886	23 37 39 31
2887	7 14 32 16
2888	11 19 17 25
2889	35 21 13 23
2890	12 39 6 21
2891	25 31 29 40
2892	29 31 12 20
2893	10 21 40 15
2894	28 5 14 21
2895	23 18 36 16
2896	12 18 9 30
2897	32 13 17 30
2898	31 6 23 10
2899	40 11 22 36
2900	40 35 27 37
2901	14 11 16 33
2902	13 11 32 1
2903	24 21 22 1
2904	24 31 32 26
2905	28 26 2 27
2906	34 26 23 25
2907	32 39 21 38
2908	17 1 2 10
2909	38 22 39 11
2910	31 4 39 6
2911	1 40 5 16
2912	39 37 35 23
2913	21 17 7 30
2914	3 14 32 4
2915	20 6 13 26
2916	22 6 8 9
2917	27 35 17 32
2918	17 28 22 32
2919	28 16 4 33
2920	28 26 32 35
2921	18 10 28 24
2922	3 27 18 20
2923	24 13 12 3
2924	8 5 31 36
2925	33 2 29 36
2926	21 8 34 25
2927	20 32 19 25
2928	11 35 17 20
2929	6 35 28 16
2930	36 8 28 13
2931	23 9 26 19
2932	35 2 5 39
2933	12 10 9 15
2934	3 40 30 39
2935	37 27 24 4
2936	18 6 25 40
2937	17 22 31 29
2938	9 2 25 34
2939	28 18 14 22
2940	25 29 15 36
2941	10 34 13 37
2942	12 23 32 5
2943	15 27 9 7
2944	28 6 33 31
2945	29 34 14 35
2946	15 10 19 7
2947	35 5 9 39
2948	12 11 14 24
2949	32 25 5 39
2950	4 21 39 37
2951	12 37 24 36
2952	16 19 6 31
2953	7 28 3 20
2954	5 4 40 9
2955	12 10 19 29
2956	38 35 26 14
2957	31 27 34 1
2958	4 1 38 26
2959	24 14 27 18
2960	35 34 10 4
2961	4 1 26 23
2962	2 26 16 34
2963	21 22 31 7
2964	3 37 15 18
2965	23 21 8 12
2966	1 24 37 11
2967	35 26 12 18
2968	38 27 39 10
2969	40 7 37 22
2970	11 6 16 21
2971	27 12 4 38
2972	37 33 24 32
2973	15 16 5 35
2974	2 22 19 29
2975	39 27 35 40
2976	20 22 11 24
2977	3 21 2 29
2978	19 14 21 24
2979	3 24 23 15
2980	10 40 17 21
2981	24 30 9 39
2982	39 33 7 35
2983	36 38 35 39
2984	11 26 39 8
2985	14 1 25 5
2986	34 1 2 20
2987	17 11 26 15
2988	27 29 22 26
2989	37 4 35 7
2990	19 24 8 18
2991	8 30 32 35
2992	36 23 13 33
2993	11 18 37 21
2994	30 29 40 21
2995	3 24 13 10
2996	19 21 13 28
2997	1 21 8 15
2998	15 17 9 28
2999	40 4 22 37
3000	30 20 19 26
3001	5 1 14 6
3002	12 25 10 34
3003	34 28 19 33
3004	26 29 38 17
3005	4 39 15 7
3006	20 12 14 25
3007	35 28 12 20
3008	11 4 36 3
3009	18 22 24 8
3010	9 16 39 10
3011	23 36 18 14
3012	8 11 38 26
3013	2 26 29 5
3014	20 33 39 30
3015	3 20 8 28
3016	3 7 4 30
3017	1 26 19 37
3018	36 31 29 20
3019	6 29 14 16
3020	36 29 2 9
3021	18 32 2 27
3022	40 32 27 38
3023	24 10 35 29
3024	8 34 19 1
3025	10 23 13 3
3026	35 17 40 1
3027	14 34 27 6
3028	13 16 32 22
3029	36 25 34 28
3030	26 1 21 39
3031	39 17 22 13
3032	34 10 20 24
3033	12 13 29 1
3034	5 22 9 11
3035	33 10 5 7
3036	36 16 37 33
3037	22 37 18 8
3038	37 33 11 38
3039	38 26 23 40
3040	39 13 19 36
3041	10 27 2 40
3042	4 28 36 25
3043	17 5 36 16
3044	38 26 5 19
3045	11 15 10 31
3046	17 6 18 30
3047	28 36 25 23
3048	25 24 30 37
3049	35 32 8 4
3050	22 3 24 13
3051	7 24 17 22
3052	16 12 9 32
3053	4 23 11 38
3054	7 38 13 36
3055	6 29 22 39
3056	7 9 32 39
3057	11 6 30 26
3058	8 36 38 21
3059	4 11 30 38
3060	37 19 22 34
3061	4 23 15 1
3062	37 16 19 31
3063	12 15 36 4
3064	38 13 2 14
3065	23 36 25 6
3066	39 15 33 6
3067	6 40 4 32
3068	31 25 20 11
3069	9 23 37 27
3070	36 28 8 9
3071	21 2 27 11
3072	22 31 40 8
3073	15 8 34 9
3074	27 14 25 3
3075	21 19 27 24
3076	19 1 16 34
3077	8 23 26 28
3078	22 26 20 24
3079	19 6 9 32
3080	37 7 11 4
3081	23 8 17 11
3082	8 26 36 24
3083	12 30 7 34
3084	8 23 11 29
3085	29 40 7 10
3086	17 34 10 8
3087	19 16 37 25
3088	19 37 5 23
3089	37 31 27 15
3090	27 28 29 18
3091	38 18 30 6
3092	24 36 16 1
3093	10 21 11 2
3094	22 7 31 12
3095	33 19 23 21
3096	18 8 40 11
3097	40 33 3 2
3098	28 23 2 26
3099	22 8 4 37
3100	18 14 16 22
3101	34 39 38 3
3102	33 32 4 7
3103	40 4 18 36
3104	23 9 30 16
3105	9 40 35 13
3106	5 17 3 40
3107	7 32 28 27
3108	25 24 1 33
3109	5 32 13 19
3110	36 23 3 11
3111	3 1 19 39
3112	15 21 2 11
3113	2 35 29 3
3114	22 34 9 7
3115	36 30 28 5
3116	34 14 25 2
3117	7 35 1 40
3118	3 2 24 40
3119	39 8 28 10
3120	7 15 19 29
3121	34 8 29 14
3122	5 29 31 26
3123	16 22 24 20
3124	28 16 30 24
3125	6 3 34 14
3126	26 25 4 19
3127	26 19 13 36
3128	35 16 22 26
3129	18 15 38 32
3130	11 31 22 27
3131	15 40 21 11
3132	15 21 37 26
3133	30 23 36 12
3134	21 3 26 8
3135	5 8 36 33
3136	12 11 23 24
3137	24 23 32 31
3138	21 11 4 8
3139	19 15 2 29
3140	25 4 14 15
3141	33 37 3 15
3142	38 1 12 3
3143	28 32 21 14
3144	6 34 8 39
3145	2 27 14 33
3146	19 11 3 1
3147	34 33 15 25
3148	32 25 9 1
3149	11 15 27 39
3150	19 40 26 7
3151	37 30 2 35
3152	5 40 30 6
3153	6 21 28 33
3154	28 39 13 7
3155	4 30 9 34
3156	29 13 38 30
3157	37 8 7 23
3158	32 25 17 29
3159	31 15 9 5
3160	20 36 4 34
3161	25 10 5 35
3162	9 10 3 11
3163	36 33 9 32
3164	36 27 26 18
3165	22 1 29 15
3166	40 38 39 16
3167	25 22 28 14
3168	26 35 8 31
3169	35 34 5 17
3170	9 23 7 10
3171	23 19 37 30
3172	32 21 19 36
3173	21 33 22 23
3174	22 16 1 32
3175	33 20 16 2
3176	16 12 20 3
3177	29 38 34 39
3178	37 39 33 16
3179	32 18 16 30
3180	27 20 22 7
3181	30 7 10 1
3182	40 7 36 32
3183	12 36 22 14
3184	40 19 33 3
3185	38 4 17 5
3186	38 31 19 2
3187	38 32 23 20
3188	6 22 2 20
3189	16 7 30 13
3190	13 29 39 37
3191	15 4 25 18
3192	25 6 26 20
3193	35 32 24 6
3194	28 10 6 4
3195	15 14 21 30
3196	4 22 12 1
3197	37 27 18 16
3198	35 6 24 26
3199	27 39 33 28
3200	18 40 7 22
3201	27 14 8 21
3202	14 37 15 36
3203	23 33 34 17
3204	10 31 37 17
3205	24 13 15 27
3206	15 27 35 24
3207	24 11 36 23
3208	19 27 13 23
3209	25 19 23 7
3210	25 18 21 22
3211	27 20 16 11
3212	5 20 3 29
3213	16 10 5 14
3214	11 30 19 6
3215	25 9 16 40
3216	1 24 2 32
3217	5 32 29 36
3218	39 25 35 40
3219	29 30 24 15
3220	8 31 5 10
3221	16 18 25 12
3222	37 18 38 33
3223	2 34 32 9
3224	4 25 10 24
3225	35 14 29 12
3226	7 1 34 10
3227	6 15 24 27
3228	35 24 29 34
3229	5 35 37 20
3230	10 2 6 37
3231	7 4 11 13
3232	20 17 14 12
3233	8 1 33 35
3234	38 7 27 24
3235	6 28 1 7
3236	24 25 9 34
3237	3 35 28 27
3238	13 35 37 17
3239	34 14 8 39
3240	36 33 11 27
3241	22 28 13 7
3242	18 19 40 21
3243	22 2 14 16
3244	30 4 20 32
3245	22 37 38 36
3246	16 36 34 19
3247	3 31 21 12
3248	12 15 19 4
3249	25 40 8 11
3250	11 20 19 39
3251	37 8 39 36
3252	40 23 22 15
3253	25 4 18 33
3254	35 33 34 14
3255	11 2 29 12
3256	25 9 17 27
3257	7 16 23 39
3258	21 28 39 16
3259	25 16 40 39
3260	6 15 21 1
3261	1 31 4 15
3262	32 37 9 2
3263	25 21 14 20
3264	31 1 14 24
3265	8 27 40 9
3266	12 28 7 37
3267	35 12 32 28
3268	21 37 33 15
3269	3 29 27 33
3270	32 21 4 23
3271	30 3 15 24
3272	7 22 8 25
3273	29 37 20 19
3274	25 13 7 1
3275	18 19 34 24
3276	30 33 11 29
3277	38 12 22 27
3278	18 9 39 25
3279	3 4 38 32
3280	20 10 27 29
3281	1 26 24 33
3282	7 34 21 24
3283	26 28 8 33
3284	32 36 3 10
3285	7 14 29 12
3286	27 17 22 36
3287	24 4 22 28
3288	28 19 17 40
3289	14 39 2 4
3290	5 16 25 40
3291	4 24 20 36
3292	6 23 25 19
3293	33 27 35 16
3294	1 29 15 6
3295	7 4 19 27
3296	5 31 39 30
3297	3 37 13 8
3298	36 11 25 27
3299	36 35 6 13
3300	40 9 20 15
3301	10 12 13 31
3302	31 24 11 17
3303	26 31 30 21
3304	25 34 2 23
3305	11 20 18 16
3306	10 12 38 9
3307	27 8 7 11
3308	10 16 2 38
3309	37 36 26 23
3310	13 32 20 16
3311	8 4 20 31
3312	16 30 7 12
3313	26 10 14 24
3314	18 23 35 36
3315	21 17 19 30
3316	16 3 22 18
3317	33 15 22 10
3318	34 13 9 17
3319	13 14 31 35
3320	30 3 27 28
3321	21 16 33 8
3322	28 25 17 39
3323	34 37 22 6
3324	9 11 14 22
3325	28 35 13 4
3326	22 35 7 10
3327	15 19 29 26
3328	14 20 32 24
3329	19 27 32 11
3330	14 11 10 29
3331	39 7 20 26
3332	27 23 13 1
3333	8 29 3 16
3334	9 3 32 16
3335	21 23 29 18
3336	15 17 24 22
3337	26 20 19 15
3338	7 15 1 23
3339	31 29 6 9
3340	10 24 17 4
3341	10 38 15 12
3342	23 14 1 13
3343	2 5 29 10
3344	6 5 16 30
3345	2 14 13 32
3346	34 40 27 14
3347	19 33 13 15
3348	19 2 27 26
3349	1 23 35 30
3350	29 3 16 34
3351	3 32 13 35
3352	30 27 35 11
3353	23 32 30 39
3354	4 2 28 40
3355	35 9 12 27
3356	5 32 6 33
3357	31 14 21 32
3358	2 26 30 32
3359	33 40 14 15
3360	17 22 24 14
3361	19 22 32 2
3362	30 13 22 21
3363	40 30 9 26
3364	35 38 19 14
3365	35 3 6 7
3366	6 13 39 24
3367	38 27 8 33
3368	22 16 9 21
3369	19 1 8 3
3370	19 22 18 6
3371	10 32 6 28
3372	20 6 28 38
3373	26 11 10 31
3374	15 25 14 6
3375	16 17 4 33
3376	8 17 12 15
3377	29 19 7 20
3378	26 22 13 23
3379	40 4 36 20
3380	35 13 20 34
3381	29 17 35 15
3382	23 40 15 22
3383	3 19 25 23
3384	35 24 23 19
3385	27 36 22 31
3386	4 22 10 7
3387	7 4 1 8
3388	4 15 23 27
3389	37 34 33 12
3390	31 32 29 3
3391	19 1 39 27
3392	6 25 35 28
3393	10 9 40 34
3394	29 17 22 18
3395	27 3 23 17
3396	19 15 21 2
3397	5 40 26 16
3398	31 40 9 20
3399	28 14 22 9
3400	8 6 22 40
3401	34 1 9 31
3402	8 33 26 36
3403	22 25 20 35
3404	19 38 10 40
3405	1 11 37 21
3406	21 19 33 30
3407	14 21 25 6
3408	1 40 21 14
3409	19 6 4 39
3410	40 14 15 11
3411	8 3 22 30
3412	38 13 32 21
3413	28 13 22 25
3414	38 40 19 17
3415	13 2 30 39
3416	32 28 39 29
3417	15 32 28 7
3418	33 26 9 40
3419	14 22 9 39
3420	29 4 14 3
3421	37 2 6 32
3422	30 21 38 34
3423	13 21 15 23
3424	1 17 21 40
3425	3 2 1 6
3426	11 3 21 13
3427	29 16 30 26
3428	34 7 24 19
3429	12 14 10 36
3430	31 26 6 23
3431	13 40 29 15
3432	28 30 6 14
3433	24 18 14 23
3434	12 10 14 26
3435	36 6 15 1
3436	14 26 19 16
3437	2 7 22 13
3438	33 1 11 3
3439	11 27 35 34
3440	24 13 8 38
3441	3 10 22 20
3442	20 14 35 25
3443	22 13 2 32
3444	28 4 24 16
3445	2 21 1 15
3446	16 20 6 17
3447	37 32 5 33
3448	29 30 10 35
3449	11 30 12 13
3450	32 13 21 6
3451	26 29 12 24
3452	32 27 14 29
3453	23 2 20 9
3454	36 17 20 1
3455	34 33 26 37
3456	40 19 21 5
3457	33 15 30 3
3458	27 32 20 36
3459	13 1 3 34
3460	28 25 5 10
3461	30 26 25 4
3462	23 40 17 20
3463	2 17 25 22
3464	2 40 27 11
3465	35 4 23 14
3466	10 23 29 31
3467	32 15 31 4
3468	40 32 39 33
3469	7 20 12 13
3470	39 28 30 27
3471	36 10 39 21
3472	35 14 10 12
3473	14 39 16 32
3474	26 24 28 6
3475	24 14 7 33
3476	29 25 31 1
3477	8 22 36 15
3478	22 6 5 21
3479	23 15 1 2
3480	5 19 34 23
3481	37 15 5 3
3482	3 6 1 23
3483	39 27 4 36
3484	11 18 19 2
3485	38 18 8 27
3486	12 27 4 31
3487	2 17 29 8
3488	22 33 36 11
3489	6 17 18 40
3490	34 4 1 23
3491	35 29 13 36
3492	38 7 15 36
3493	34 4 29 24
3494	15 17 3 13
3495	29 4 8 37
3496	24 25 12 29
3497	25 38 6 18
3498	31 33 12 6
3499	16 19 5 6
3500	39 6 21 29
3501	18 34 3 5
3502	35 26 25 18
3503	14 1 35 15
3504	25 19 30 31
3505	28 9 39 26
3506	16 12 29 35
3507	27 11 16 12
3508	17 21 16 4
3509	21 23 14 34
3510	25 31 23 33
3511	30 36 33 37
3512	4 37 1 36
3513	30 40 1 5
3514	37 7 28 40
3515	5 10 18 27
3516	9 1 37 10
3517	32 27 23 26
3518	26 36 31 23
3519	33 7 24 30
3520	39 11 21 30
3521	25 6 33 15
3522	24 33 15 3
3523	1 36 18 26
3524	21 23 18 6
3525	19 35 38 9
3526	5 22 27 6
3527	25 27 32 8
3528	7 22 33 6
3529	5 28 20 18
3530	25 33 30 14
3531	10 38 32 31
3532	5 6 28 3
3533	4 30 5 36
3534	19 18 15 33
3535	16 21 14 17
3536	18 3 5 20
3537	20 24 2 11
3538	6 15 34 22
3539	13 40 15 17
3540	31 29 32 36
3541	7 25 3 10
3542	2 36 33 5
3543	5 14 7 12
3544	18 3 19 31
3545	14 36 33 38
3546	6 14 7 15
3547	22 34 18 16
3548	16 29 24 10
3549	26 7 8 29
3550	36 33 3 1
3551	35 11 40 3
3552	8 23 22 5
3553	25 9 22 40
3554	30 6 1 27
3555	14 4 15 27
3556	37 29 26 34
3557	27 9 34 18
3558	15 12 11 1
3559	3 11 13 1
3560	18 16 14 40
3561	39 26 4 1
3562	1 6 17 22
3563	14 8 30 26
3564	12 27 28 2
3565	23 11 5 20
3566	34 26 40 8
3567	23 39 31 35
3568	23 10 37 34
3569	15 24 11 22
3570	17 9 33 10
3571	3 16 32 30
3572	9 12 13 29
3573	1 30 37 28
3574	14 18 34 23
3575	31 40 39 38
3576	20 19 11 21
3577	24 13 38 40
3578	18 15 29 10
3579	17 30 40 23
3580	11 35 31 1
3581	23 16 37 29
3582	8 28 12 34
3583	6 20 40 11
3584	30 32 3 16
3585	32 31 40 3
3586	9 30 22 19
3587	20 24 3 7
3588	14 27 26 12
3589	14 11 2 5
3590	18 16 29 9
3591	9 5 11 37
3592	12 7 1 11
3593	7 35 17 28
3594	4 18 33 3
3595	33 9 40 38
3596	2 4 17 12
3597	5 3 40 12
3598	15 25 24 28
3599	22 14 37 39
3600	22 31 15 40
3601	25 30 38 15
3602	23 8 11 16
3603	27 9 7 25
3604	28 19 24 12
3605	40 7 3 15
3606	1 3 30 15
3607	8 12 39 13
3608	30 23 25 31
3609	27 21 3 9
3610	5 29 15 24
3611	24 27 4 8
3612	29 6 31 21
3613	22 3 13 4
3614	26 14 29 40
3615	32 33 15 18
3616	25 33 16 28
3617	22 12 3 36
3618	12 6 22 14
3619	19 6 3 22
3620	4 9 15 31
3621	40 39 21 25
3622	1 28 27 18
3623	23 9 24 11
3624	9 35 22 4
3625	17 38 16 25
3626	26 17 30 14
3627	39 23 37 8
3628	13 31 4 10
3629	7 15 2 13
3630	39 9 26 31
3631	26 39 5 23
3632	5 31 24 28
3633	2 14 31 38
3634	4 11 26 27
3635	40 13 4 33
3636	16 10 24 1
3637	37 39 8 6
3638	19 33 1 35
3639	9 34 6 40
3640	35 36 10 4
3641	3 22 7 18
3642	35 34 18 5
3643	4 6 33 1
3644	8 28 9 15
3645	33 38 11 21
3646	20 7 3 22
3647	39 19 3 16
3648	13 7 36 1
3649	20 34 29 32
3650	8 3 28 37
3651	9 6 27 10
3652	40 4 16 20
3653	2 33 13 30
3654	20 12 17 18
3655	26 15 8 4
3656	34 8 36 21
3657	1 40 23 18
3658	23 3 30 6
3659	23 3 36 14
3660	21 4 24 16
3661	31 18 34 7
3662	9 23 3 31
3663	32 12 37 30
3664	39 4 38 27
3665	39 35 40 5
3666	14 27 24 10
3667	36 19 7 28
3668	40 28 10 19
3669	17 11 6 20
3670	8 23 24 15
3671	21 32 9 12
3672	29 12 1 31
3673	21 5 8 18
3674	10 11 30 23
3675	11 38 17 2
3676	25 22 26 14
3677	23 24 18 37
3678	22 27 14 40
3679	35 24 20 8
3680	35 4 13 18
3681	37 21 14 30
3682	32 22 40 3
3683	27 14 38 2
3684	27 16 29 24
3685	4 18 36 16
3686	28 24 22 23
3687	20 1 15 26
3688	15 32 18 31
3689	26 25 27 30
3690	7 29 22 37
3691	30 26 10 17
3692	22 20 9 30
3693	23 6 22 30
3694	14 2 15 39
3695	35 23 3 19
3696	13 16 4 33
3697	18 12 16 34
3698	8 30 21 36
3699	17 21 31 30
3700	5 27 26 29
3701	27 2 31 20
3702	24 21 17 34
3703	22 10 30 23
3704	30 2 38 23
3705	20 18 19 2
3706	38 27 7 36
3707	3 36 24 32
3708	37 14 17 38
3709	25 4 31 35
3710	7 3 22 14
3711	4 30 5 16
3712	33 31 36 7
3713	39 15 3 16
3714	25 3 20 23
3715	28 25 21 40
3716	1 3 19 22
3717	34 26 5 31
3718	20 12 17 34
3719	20 10 35 19
3720	31 40 25 24
3721	27 6 40 14
3722	30 33 6 29
3723	25 4 17 24
3724	36 39 38 5
3725	36 32 17 31
3726	36 22 40 5
3727	21 15 40 7
3728	3 13 4 33
3729	30 21 14 32
3730	19 22 10 23
3731	3 12 32 16
3732	28 4 32 14
3733	19 31 33 1
3734	26 14 33 35
3735	36 8 29 25
3736	22 40 13 6
3737	15 32 10 40
3738	11 15 8 30
3739	6 32 26 14
3740	12 24 10 14
3741	13 40 22 14
3742	24 31 33 40
3743	13 12 18 17
3744	20 19 12 4
3745	29 33 8 7
3746	33 21 38 18
3747	31 22 10 13
3748	10 30 27 12
3749	35 25 12 3
3750	14 3 40 1
3751	40 15 16 28
3752	30 33 17 28
3753	16 17 12 35
3754	23 22 3 36
3755	9 38 20 19
3756	20 6 29 14
3757	30 35 36 7
3758	32 9 10 33
3759	27 22 9 26
3760	5 11 24 15
3761	32 36 3 25
3762	35 2 8 19
3763	34 29 20 31
3764	16 11 6 18
3765	14 20 40 9
3766	26 40 3 21
3767	6 5 30 32
3768	35 1 15 25
3769	7 12 4 21
3770	27 20 1 14
3771	28 14 15 34
3772	28 35 1 30
3773	16 14 26 24
3774	38 37 24 16
3775	37 22 25 21
3776	36 19 7 12
3777	23 17 7 18
3778	10 13 20 16
3779	16 9 20 17
3780	2 34 5 31
3781	16 4 34 14
3782	38 2 30 14
3783	3 37 8 20
3784	9 2 38 37
3785	22 37 26 11
3786	32 20 14 16
3787	17 38 1 2
3788	17 21 11 7
3789	27 25 23 6
3790	26 11 20 37
3791	20 5 1 28
3792	17 12 14 19
3793	13 12 36 37
3794	9 36 6 13
3795	38 17 12 39
3796	31 12 35 14
3797	23 2 18 29
3798	31 40 32 30
3799	37 33 32 7
3800	32 17 38 9
3801	37 2 40 5
3802	13 16 24 35
3803	9 5 32 22
3804	26 33 30 37
3805	27 15 20 37
3806	10 28 20 23
3807	11 10 23 34
3808	18 9 19 14
3809	21 39 30 35
3810	27 4 7 8
3811	26 10 30 4
3812	1 32 30 13
3813	4 39 38 19
3814	29 8 20 14
3815	8 27 20 37
3816	25 21 30 22
3817	16 21 10 37
3818	13 35 34 7
3819	25 10 34 40
3820	32 29 10 38
3821	22 39 16 23
3822	5 16 17 2
3823	19 22 14 29
3824	13 22 35 1
3825	8 3 39 4
3826	11 27 4 9
3827	3 22 38 32
3828	38 31 30 5
3829	33 4 2 8
3830	35 12 15 29
3831	18 33 21 6
3832	21 40 25 11
3833	30 23 17 34
3834	39 25 40 27
3835	4 19 8 18
3836	29 18 1 10
3837	14 39 36 11
3838	12 15 11 4
3839	30 27 23 25
3840	24 28 5 33
3841	19 12 18 36
3842	16 23 12 1
3843	15 5 37 27
3844	8 37 38 20
3845	5 25 17 36
3846	14 29 31 18
3847	26 11 8 25
3848	20 34 23 26
3849	32 1 28 22
3850	32 3 33 9
3851	24 38 11 10
3852	40 18 26 5
3853	22 13 7 39
3854	28 24 37 3
3855	3 14 17 9
3856	12 15 14 36
3857	10 31 9 19
3858	28 18 3 37
3859	5 19 16 4
3860	13 25 17 31
3861	27 23 1 34
3862	31 15 6 34
3863	3 19 28 9
3864	18 30 35 10
3865	6 21 19 18
3866	39 29 10 4
3867	26 11 17 39
3868	40 13 38 30
3869	25 15 14 40
3870	8 10 11 7
3871	26 28 12 6
3872	18 11 7 26
3873	22 6 40 31
3874	2 38 11 25
3875	10 28 2 8
3876	38 28 13 12
3877	38 17 1 29
3878	37 12 35 8
3879	35 34 23 39
3880	38 9 20 17
3881	34 13 19 21
3882	1 10 28 12
3883	35 22 32 30
3884	31 38 5 22
3885	25 40 24 30
3886	32 2 25 27
3887	23 24 8 18
3888	8 31 29 10
3889	40 22 38 21
3890	37 28 11 23
3891	38 10 21 9
3892	24 30 2 20
3893	20 15 30 19
3894	8 11 21 29
3895	13 3 30 39
3896	40 27 3 23
3897	6 34 39 3
3898	4 19 1 32
3899	36 8 14 17
3900	20 17 31 10
3901	24 13 7 25
3902	37 16 8 31
3903	27 1 14 28
3904	16 8 3 24
3905	39 26 8 12
3906	40 17 36 28
